key	source	title	category	license	url
aviation-maintenance-technician-handbook-powerplant-faa-h-8083-32b	Open Textbook Library	Aviation Maintenance Technician Handbook – Powerplant (FAA-H-8083-32B)		CC0	https://open.umn.edu/opentextbooks/formats/3699
advanced-macroeconomics-an-easy-guide	Open Textbook Library	Advanced Macroeconomics: An Easy Guide		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3418
bc-reads-adult-literacy-fundamental-english-course-pack-6	Open Textbook Library	BC Reads: Adult Literacy Fundamental English Course Pack 6		CC BY	https://open.umn.edu/opentextbooks/formats/864
a-concise-introduction-to-logic	Open Textbook Library	A Concise Introduction to Logic		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/632
conversaciones-corrientes-temas-de-cultura-y-sociedad	Open Textbook Library	Conversaciones Corrientes: Temas de Cultura y Sociedad		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3505
calculus-one	Open Textbook Library	Calculus One		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/108
a-guide-to-good-reasoning-cultivating-intellectual-virtues	Open Textbook Library	A Guide to Good Reasoning: Cultivating Intellectual Virtues - Second edition, revised and updated		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1839
introduction-to-arithmetic-groups	Open Textbook Library	Introduction to Arithmetic Groups		CC0	https://open.umn.edu/opentextbooks/formats/3501
general-biology	Open Textbook Library	General Biology		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/433
reflexiones-sobre-nuestra-lengua	Open Textbook Library	Reflexiones sobre nuestra lengua		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2802
immigrant-and-refugee-families-global-perspectives-on-displacement-and-resettlement-experiences	Open Textbook Library	Immigrant and Refugee Families - 2nd Ed.		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1669
world-history-volume-2-from-1400-volume-2	Open Textbook Library	World History, Volume 2: From 1400 Volume 2		CC BY	https://open.umn.edu/opentextbooks/formats/3364
the-pay-for-success-handbook	Open Textbook Library	The Pay for Success Handbook		CC BY	https://open.umn.edu/opentextbooks/formats/1383
precalculus-2016	Open Textbook Library	Precalculus		Free Documentation License (GNU)	https://open.umn.edu/opentextbooks/formats/479
writing-as-inquiry-a-guide-to-wr-121-at-the-university-of-oregon	Open Textbook Library	Writing as Inquiry: A Guide to WR 121 at the University of Oregon		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3212
american-literature-i-an-anthology-of-texts-from-early-america-through-the-civil-war	Open Textbook Library	American Literature I: An Anthology of Texts From Early America Through the Civil War		CC BY-SA	https://open.umn.edu/opentextbooks/formats/2402
guide-to-italian-art-in-the-1400s	Open Textbook Library	Guide to Italian art in the 1400s		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2411
humans-r-social-media-open-textbook-edition	Open Textbook Library	Humans R Social Media Open Textbook - Edition Winter 2022		CC BY	https://open.umn.edu/opentextbooks/formats/2487
notes-on-diffy-qs-differential-equations-for-engineers	Open Textbook Library	Notes on Diffy Qs: Differential Equations for Engineers		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/106
fundamentos-de-sistemas-operativos	Open Textbook Library	Fundamentos de sistemas operativos		CC BY-SA	https://open.umn.edu/opentextbooks/formats/3411
original-etudes-for-the-developing-conductor	Open Textbook Library	Original Études for the Developing Conductor		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3557
interpersonal-communication-a-mindful-approach-to-relationships	Open Textbook Library	Interpersonal Communication: A Mindful Approach to Relationships		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1779
exploring-the-arts-a-brief-introduction-to-art-theatre-music-and-dance	Open Textbook Library	Exploring the Arts: A Brief Introduction to Art, Theatre, Music, and Dance		CC BY	https://open.umn.edu/opentextbooks/formats/3389
introductory-algebra	Open Textbook Library	Introductory Algebra		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/461
the-bible-and-music	Open Textbook Library	The Bible and Music		CC BY	https://open.umn.edu/opentextbooks/formats/3575
gendered-lives-global-issues	Open Textbook Library	Gendered Lives: Global Issues		CC BY	https://open.umn.edu/opentextbooks/formats/2778
airplane-flying-handbook-faa-h-8083-3c	Open Textbook Library	Airplane Flying Handbook (FAA-H-8083-3C)		CC0	https://open.umn.edu/opentextbooks/formats/2763
creative-clinical-teaching-in-the-health-professions	Open Textbook Library	Creative Clinical Teaching In The Health Professions		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/739
visuals-for-influence-in-project-management-and-beyond	Open Textbook Library	Visuals for influence: in project management and beyond		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2692
spunti-italiano-intermedio	Open Textbook Library	Spunti: Italiano intermedio		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1390
introducing-marketing	Open Textbook Library	Introducing Marketing		CC BY	https://open.umn.edu/opentextbooks/formats/472
intermediate-fluid-mechanics	Open Textbook Library	Intermediate Fluid Mechanics		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2636
message-processing-the-science-of-creating-understanding	Open Textbook Library	Message Processing: The Science of Creating Understanding		CC BY	https://open.umn.edu/opentextbooks/formats/1046
media-society-culture-and-you	Open Textbook Library	Media, Society, Culture and You		CC BY	https://open.umn.edu/opentextbooks/formats/1088
graphic-design-and-print-production-fundamentals	Open Textbook Library	Graphic Design and Print Production Fundamentals		CC BY	https://open.umn.edu/opentextbooks/formats/427
the-american-yawp-vol-ii-since-1877	Open Textbook Library	The American Yawp Vol. II: Since 1877		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1340
basic-blueprint-reading	Open Textbook Library	Basic Blueprint Reading		CC BY	https://open.umn.edu/opentextbooks/formats/2439
self-directed-multimodal-learning-in-higher-education	Open Textbook Library	Self-directed multimodal learning in higher education		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2354
contextualised-open-educational-practices-towards-student-agency-and-self-directed-learning	Open Textbook Library	Contextualised open educational practices: Towards student agency and self-directed learning		CC BY	https://open.umn.edu/opentextbooks/formats/3425
the-process-of-research-writing	Open Textbook Library	The Process of Research Writing		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/330
speaking-of-culture	Open Textbook Library	Speaking of Culture		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1243
making-games-with-python-pygame	Open Textbook Library	Making Games with Python & Pygame		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1161
nursing-assistant	Open Textbook Library	Nursing Assistant		CC BY	https://open.umn.edu/opentextbooks/formats/3315
a-guide-to-the-principles-of-animal-nutrition	Open Textbook Library	A Guide to the Principles of Animal Nutrition		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2320
trauma-informed-behaviour-support-a-practical-guide-to-developing-resilient-learners	Open Textbook Library	Trauma Informed Behaviour Support: A Practical Guide to Developing Resilient Learners		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1906
conservation-techniques	Open Textbook Library	Conservation techniques		CC BY	https://open.umn.edu/opentextbooks/formats/2924
au-boulot-first-year-french	Open Textbook Library	Au Boulot! First-Year French		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1029
building-strategy-and-performance	Open Textbook Library	Building Strategy and Performance		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/234
cases-on-social-issues-for-class-discussion	Open Textbook Library	Cases on Social Issues: For Class Discussion - 2nd Edition		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3489
building-information-representation-and-management-principles-and-foundations-for-the-digital-era	Open Textbook Library	Building Information - Representation and Management: Principles and Foundations for the Digital Era		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2843
java-with-bluej-part-2	Open Textbook Library	Java with BlueJ Part 2		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/608
monitoring-animal-populations-and-their-habitats-a-practitioner-s-guide	Open Textbook Library	Monitoring Animal Populations and their Habitats: A Practitioner's Guide		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2334
elementary-chinese-ii	Open Textbook Library	Elementary Chinese II		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3251
writing-in-knowledge-societies	Open Textbook Library	Writing in Knowledge Societies		CC BY-NC-ND	https://open.umn.edu/opentextbooks/formats/839
research-methods-for-criminal-justice-students	Open Textbook Library	Research Methods for Criminal  Justice Students		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2901
management-communication	Open Textbook Library	Management Communication		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1156
let-s-get-writing	Open Textbook Library	Let's Get Writing!		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1228
calculus-early-transcendentals	Open Textbook Library	Calculus: Early Transcendentals		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/688
forest-measurements-an-applied-approach	Open Textbook Library	Forest Measurements: An Applied Approach		CC BY	https://open.umn.edu/opentextbooks/formats/1647
computer-science-i	Open Textbook Library	Computer Science I - Version 1.3.7		CC BY-SA	https://open.umn.edu/opentextbooks/formats/2451
legal-writing-i-ii-legal-research-and-writing-introduction-to-litigation-practice	Open Textbook Library	Legal Writing I & II: Legal Research and Writing & Introduction to Litigation Practice		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3221
intermediate-financial-accounting-volume-1	Open Textbook Library	Intermediate Financial Accounting Volume 1		CC BY	https://open.umn.edu/opentextbooks/formats/685
web-writing	Open Textbook Library	Web Writing - First Edition		CC BY-SA	https://open.umn.edu/opentextbooks/formats/3668
australian-politics-and-policy	Open Textbook Library	Australian Politics and Policy - Senior Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1431
bending-the-curve-climate-change-solutions	Open Textbook Library	Bending the Curve: Climate Change Solutions		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1350
fundamentals-of-aerospace-engineering	Open Textbook Library	Fundamentals of Aerospace Engineering		CC BY-SA	https://open.umn.edu/opentextbooks/formats/2464
culturas-hispanas-a-traves-de-la-pantalla-hispanic-cultures-through-the-screen	Open Textbook Library	Culturas hispanas a través de la pantalla / Hispanic Cultures Through the Screen		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2736
united-states-trademark-law	Open Textbook Library	United States Trademark Law		CC BY-SA	https://open.umn.edu/opentextbooks/formats/99
public-health-in-pharmacy-practice-a-casebook	Open Textbook Library	Public Health in Pharmacy Practice: A Casebook - 2nd Edition		CC BY	https://open.umn.edu/opentextbooks/formats/2630
tools-for-podcasting	Open Textbook Library	Tools for Podcasting		CC BY	https://open.umn.edu/opentextbooks/formats/1307
the-adventure-of-physics-vol-iii-light-charges-and-brains	Open Textbook Library	The Adventure of Physics - Vol. III: Light, Charges, and Brains		CC BY-NC-ND	https://open.umn.edu/opentextbooks/formats/24
a-short-handbook-for-writing-essays-in-the-humanities-and-social-sciences	Open Textbook Library	How to Make Notes and Write		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3051
history-of-international-relations	Open Textbook Library	History of International Relations		CC BY	https://open.umn.edu/opentextbooks/formats/1298
introduction-to-the-american-criminal-justice-system	Open Textbook Library	Introduction to the American Criminal Justice System		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1187
world-literature-i-beginnings-to-1650	Open Textbook Library	World Literature I: Beginnings to 1650		CC BY-SA	https://open.umn.edu/opentextbooks/formats/769
anatomy-and-physiology-laboratory-manual-for-nursing-and-allied-health	Open Textbook Library	Anatomy and Physiology Laboratory Manual for Nursing and Allied Health		CC BY	https://open.umn.edu/opentextbooks/formats/3583
linguistics-for-teachers-of-english-russell	Open Textbook Library	Linguistics for Teachers of English		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1469
money-and-banking	Open Textbook Library	Money and Banking		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/641
intercultural-communication-for-the-community-college-second-edition	Open Textbook Library	Intercultural Communication for the Community College (Second Edition) - Second Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3166
emarketing-the-essential-guide-to-online-marketing	Open Textbook Library	eMarketing - The Essential Guide to Online Marketing		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1135
dc-circuits	Open Textbook Library	DC Circuits		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/798
strategic-management	Open Textbook Library	Strategic Management - 2nd Edition		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1525
introduction-to-computer-graphics	Open Textbook Library	Introduction to Computer Graphics		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/507
a-quick-guide-to-quantitative-research-in-the-social-sciences	Open Textbook Library	A Quick Guide to Quantitative Research in the Social Sciences		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1442
